1m	2m	3m	4m	5m	10m	15m	25m	30m
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.01	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	-0.05	-0.15
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.00	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.02	-0.16
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.03	-0.17
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	-0.01	-0.09
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.02	-0.13
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	-0.02	-0.10
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.03	-0.18
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.03	-0.08
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.03	-0.11
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	-0.01	-0.08
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.03	-0.14
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.04	-0.10
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	-0.01	-0.14
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	0.02	-0.16
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.17
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.10
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.17
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.18
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.20
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.18
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.09
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.20
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.11
NaN	NaN	-0.04	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.17
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.21
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.09
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.17
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.10
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.18
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.11
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.03	NaN	NaN	NaN	NaN	NaN	-0.18
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.08
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.07
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.09
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.11
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.08
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.20
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.15
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.08
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.10
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.02	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.08
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.08
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.14
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.15
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.10
NaN	NaN	-0.01	NaN	NaN	NaN	NaN	NaN	-0.07
NaN	NaN	0.01	NaN	NaN	NaN	NaN	NaN	-0.15
NaN	NaN	0.03	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.17
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.12
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.15
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.15
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.16
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.13
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.16
